Record_ID,Sensor_ID,Road_Segment_ID,Intersection_ID,Timestamp,Day_of_Week,Hour_of_Day,Weekend_Flag,Traffic_Volume,Vehicle_Speed_kmph,Road_Occupancy_Percent,Vehicle_Density,Travel_Time_sec,Queue_Length_m,Lane_Count,Lane_Utilization_Percent,Signal_Delay_sec,Weather_Condition,Temperature_C,Humidity_Percent,Visibility_m,Road_Surface,GPS_Vehicle_Count,IoT_Device_Count,Camera_Detection_Count,Incident_Flag,Special_Event,Historical_Flow_5min,Historical_Flow_10min,Historical_Flow_15min,Congestion_Level,Future_Traffic_Flow
117,SEN_101,RS_027,INT_032,01/01/2024 01:56,Monday,1,No,94,77.4,5,10.86,92.1,17.72,3,5.79,6.28,Rain,34.9,38.2,494,Dry,258,8,871,Yes,No,103,132,50,Low,Low Flow
118,SEN_106,RS_001,INT_048,01/01/2024 01:57,Monday,1,No,144,84.45,5,6.21,52.31,7.77,6,5,7.55,Clear,38.8,59.2,5838,Dry,267,12,568,No,Yes,141,265,111,Low,Low Flow
119,SEN_113,RS_043,INT_011,01/01/2024 01:58,Monday,1,No,600,69.85,37.35,37.44,125.12,89.71,5,7.39,40.77,Clear,38.2,72.9,1568,Dry,197,15,683,No,No,606,735,795,Moderate,Medium Flow
120,SEN_044,RS_039,INT_007,01/01/2024 01:59,Monday,1,No,1447,48.69,81.03,79.29,196.2,166.92,3,32.3,83.5,Cloudy,39.8,57.9,5221,Dry,336,19,1052,No,No,1347,1378,1417,Severe,Very High Flow
121,SEN_142,RS_062,INT_003,01/01/2024 02:00,Monday,2,No,1232,51.98,56.37,67.43,181.72,136.33,3,17.56,66.37,Windy,19.7,76.6,5791,Dry,291,24,932,No,No,1137,1233,1035,High,High Flow
122,SEN_128,RS_014,INT_022,01/01/2024 02:01,Monday,2,No,727,78.42,38.35,37.35,130.56,96.95,5,10.85,43.83,Cloudy,17.5,78.3,614,Wet,212,14,546,No,No,761,784,524,Moderate,Medium Flow
123,SEN_126,RS_058,INT_015,01/01/2024 02:02,Monday,2,No,1575,31.24,74.16,81.68,211.72,159.95,6,13.03,81.34,Clear,15.2,30.2,4251,Wet,379,12,113,No,No,1670,1487,1589,Severe,Very High Flow
124,SEN_117,RS_071,INT_039,01/01/2024 02:03,Monday,2,No,1166,58.5,54.91,62.13,172.47,114.57,5,14.36,60.69,Clear,30.3,67.9,7145,Wet,187,16,1181,No,Yes,1096,1249,1350,High,High Flow
125,SEN_045,RS_024,INT_039,01/01/2024 02:04,Monday,2,No,1242,59.48,51.85,61.89,172.79,110.15,2,25.74,57.74,Clear,37.3,92.7,1992,Wet,295,15,310,No,No,1264,1267,1300,High,High Flow
126,SEN_001,RS_037,INT_018,01/01/2024 02:05,Monday,2,No,1602,48.44,90.76,90.02,229.8,185.27,4,20.98,93.25,Clear,34.4,75.6,7491,Dry,213,27,1133,No,No,1576,1732,1497,Severe,Very High Flow
127,SEN_054,RS_062,INT_047,01/01/2024 02:06,Monday,2,No,672,75.52,39.09,36.07,120.36,59.43,5,6.09,22.85,Cloudy,35.4,61,6754,Dry,392,2,739,No,No,788,692,508,Moderate,Medium Flow
128,SEN_047,RS_008,INT_045,01/01/2024 02:07,Monday,2,No,471,82.13,20.29,30.5,112.15,67.6,4,7.4,32.9,Clear,22.5,59.2,1909,Dry,151,14,921,No,No,356,608,543,Moderate,Medium Flow
129,SEN_019,RS_032,INT_002,01/01/2024 02:08,Monday,2,No,1778,35.58,90.32,95.88,225.26,188.86,4,21.36,85.63,Clear,39.3,42.6,9688,Dry,375,8,800,No,No,1800,1800,1800,Severe,Very High Flow
130,SEN_123,RS_059,INT_038,01/01/2024 02:09,Monday,2,No,498,69.16,22.9,26.64,107.84,46.65,2,16.77,14.53,Clear,37.9,87.7,5241,Dry,178,25,982,No,No,613,628,666,Moderate,Medium Flow
131,SEN_040,RS_018,INT_025,01/01/2024 02:10,Monday,2,No,368,67.28,23.13,25.32,92.6,58.89,3,9.75,25.78,Cloudy,17.1,94.3,1192,Dry,184,13,397,No,No,294,457,534,Low,Low Flow
132,SEN_048,RS_024,INT_026,01/01/2024 02:11,Monday,2,No,458,74.74,21.19,29,122.61,51.96,5,5,30.32,Cloudy,38,41.9,3519,Dry,80,7,1114,No,No,572,308,696,Moderate,Medium Flow
133,SEN_048,RS_022,INT_003,01/01/2024 02:12,Monday,2,No,1593,39.82,78.68,89.05,226.65,170.71,3,31.13,73.17,Cloudy,37.2,37.2,5710,Dry,157,28,212,No,No,1547,1517,1694,Severe,Very High Flow
134,SEN_092,RS_002,INT_008,01/01/2024 02:13,Monday,2,No,310,88.11,12.19,13.08,75.69,25.89,6,5,16.72,Clear,28.3,49.6,2590,Wet,106,15,668,No,No,346,431,244,Low,Low Flow
135,SEN_028,RS_080,INT_009,01/01/2024 02:14,Monday,2,No,1097,56.93,57.87,63.29,183.81,120.73,3,13.62,55.74,Rain,33.7,50.9,6081,Wet,389,22,164,No,No,1198,1202,1112,High,High Flow
136,SEN_075,RS_038,INT_028,01/01/2024 02:15,Monday,2,No,120,80.39,17.05,5.51,67.8,19.02,3,5,8.98,Cloudy,20.1,78.6,6797,Dry,66,8,1033,Yes,No,50,266,272,Low,Low Flow
137,SEN_080,RS_052,INT_012,01/01/2024 02:16,Monday,2,No,1131,50.55,55.13,60.75,163.75,135.66,3,14.42,77.76,Cloudy,37.8,44.7,1993,Dry,187,18,1523,No,No,1100,1174,905,High,High Flow
138,SEN_041,RS_061,INT_021,01/01/2024 02:17,Monday,2,No,214,95.82,9.22,17.21,93.97,57.56,3,5,33.55,Fog,37.1,66.4,3329,Dry,161,19,995,No,Yes,265,312,250,Low,Low Flow
139,SEN_002,RS_034,INT_003,01/01/2024 02:18,Monday,2,No,280,81.87,13.87,21.42,85.35,38.45,3,5,18.5,Clear,39.2,47.4,3264,Dry,385,21,914,No,No,367,308,306,Low,Low Flow
140,SEN_101,RS_014,INT_016,01/01/2024 02:19,Monday,2,No,859,60.77,44.25,44.18,136.75,81.89,4,13.65,37.39,Clear,15.6,79.9,807,Wet,344,21,854,No,No,881,1036,913,Moderate,Medium Flow
141,SEN_135,RS_050,INT_016,01/01/2024 02:20,Monday,2,No,1009,61.92,48.96,62.92,176.24,111.71,5,8.9,60.22,Clear,37.7,53.6,9640,Dry,301,26,662,No,No,932,979,1091,High,High Flow
142,SEN_134,RS_034,INT_019,01/01/2024 02:21,Monday,2,No,1136,68.92,54.84,62.75,187.21,129.33,6,17.52,60.25,Fog,17.9,53.1,4600,Dry,107,26,507,No,No,1237,1116,1323,High,High Flow
143,SEN_017,RS_032,INT_050,01/01/2024 02:22,Monday,2,No,1151,54.78,57.96,67.08,170.55,146.74,4,15.58,73.62,Clear,21.2,32.3,5898,Dry,284,26,265,No,No,1093,1289,1015,High,High Flow
144,SEN_122,RS_032,INT_017,01/01/2024 02:23,Monday,2,No,582,77.49,20.34,39.66,121.84,66.61,4,6.59,37.18,Cloudy,16.3,34.5,1978,Dry,325,9,782,No,No,532,581,406,Moderate,Medium Flow
145,SEN_117,RS_017,INT_021,01/01/2024 02:24,Monday,2,No,486,83.23,21.56,26.35,105.51,38.05,4,7.21,23.17,Rain,18.6,77.2,658,Dry,322,4,810,No,No,367,412,571,Moderate,Medium Flow
146,SEN_073,RS_017,INT_004,01/01/2024 02:25,Monday,2,No,1677,30.74,73.85,94.21,227,217.32,3,25.5,98.62,Cloudy,31.6,67.4,6238,Dry,78,7,423,No,Yes,1701,1602,1767,Severe,Very High Flow
147,SEN_058,RS_015,INT_022,01/01/2024 02:26,Monday,2,No,884,60.91,41.74,52,159.88,90.97,4,14.24,47.17,Clear,19.5,40.1,7674,Dry,194,17,1115,No,No,976,869,1030,Moderate,Medium Flow
148,SEN_125,RS_017,INT_019,01/01/2024 02:27,Monday,2,No,178,91.28,5,16.21,101.36,25.4,3,5,10.74,Fog,37.3,92.1,6362,Wet,52,26,317,No,No,138,185,280,Low,Low Flow
149,SEN_054,RS_022,INT_010,01/01/2024 02:28,Monday,2,No,763,64,41.28,42.47,144.66,62.33,3,14.8,28.98,Clear,23.6,64,5578,Dry,66,6,1170,No,No,716,785,944,Moderate,Medium Flow
150,SEN_114,RS_030,INT_002,01/01/2024 02:29,Monday,2,No,805,69.49,36.57,47.96,142.8,68.59,3,13.4,34.5,Cloudy,27.3,41.3,8257,Dry,400,25,914,No,No,787,629,921,Moderate,Medium Flow
151,SEN_092,RS_005,INT_012,01/01/2024 02:30,Monday,2,No,1650,38.31,80.67,88.57,231.04,175.03,5,19.73,99.36,Windy,38.1,56,4372,Dry,244,4,1194,No,No,1652,1500,1443,Severe,Very High Flow
152,SEN_092,RS_048,INT_037,01/01/2024 02:31,Monday,2,No,1040,57.61,41.26,51.85,152.72,116.66,3,12.31,58.08,Windy,25.8,62.9,1934,Dry,296,16,1138,No,No,1088,1125,979,High,High Flow
153,SEN_023,RS_072,INT_005,01/01/2024 02:32,Monday,2,No,692,66.82,39.71,35.73,128.46,71.32,4,5,33.95,Rain,29.3,38.3,1144,Dry,254,19,362,No,No,751,629,851,Moderate,Medium Flow
154,SEN_134,RS_034,INT_003,01/01/2024 02:33,Monday,2,No,1565,49.11,72.82,84.22,214.95,147.28,2,37.37,68.45,Rain,15.9,62.3,8107,Dry,201,25,755,No,No,1464,1539,1762,Severe,Very High Flow
155,SEN_105,RS_068,INT_024,01/01/2024 02:34,Monday,2,No,722,70.58,33.69,44.01,142.8,87.36,4,10.35,43.13,Rain,24.8,35.5,9651,Dry,223,14,660,No,No,839,574,617,Moderate,Medium Flow
156,SEN_092,RS_070,INT_009,01/01/2024 02:35,Monday,2,No,1108,58.94,59.29,61.26,177.26,105.69,5,8.9,43.9,Rain,25.1,52.7,5514,Dry,358,15,946,No,No,1095,1065,1066,High,High Flow
157,SEN_027,RS_065,INT_002,01/01/2024 02:36,Monday,2,No,1321,67.3,69.96,70.95,194.15,131.4,2,31.75,70.91,Clear,37.2,72.1,4500,Wet,262,4,1200,No,No,1289,1386,1390,High,High Flow
158,SEN_144,RS_018,INT_029,01/01/2024 02:37,Monday,2,No,582,83.81,23.55,28.78,117.62,58.38,5,5,28.82,Clear,17.7,80.3,9863,Dry,145,29,1124,No,Yes,664,706,599,Moderate,Medium Flow
159,SEN_023,RS_068,INT_025,01/01/2024 02:38,Monday,2,No,846,53.94,44.93,45.33,137.4,89.09,4,6.69,42.84,Clear,18.3,48.6,1850,Wet,226,22,1679,No,No,733,855,914,Moderate,Medium Flow
160,SEN_031,RS_052,INT_032,01/01/2024 02:39,Monday,2,No,477,73.71,18.11,30.17,107.35,62.72,4,6.24,34.25,Clear,34.6,64.6,6664,Wet,178,21,983,No,Yes,579,422,597,Moderate,Medium Flow
161,SEN_131,RS_049,INT_014,01/01/2024 02:40,Monday,2,No,950,77.42,48.66,49.22,154.55,108.95,4,15.66,51.49,Cloudy,35.3,52.5,648,Dry,283,12,1046,No,Yes,1047,834,776,High,High Flow
162,SEN_093,RS_072,INT_048,01/01/2024 02:41,Monday,2,No,874,61.58,39.78,48.05,149.16,95.64,3,10.14,49.8,Clear,29.1,94.9,2472,Wet,410,3,122,No,No,911,734,738,Moderate,Medium Flow
163,SEN_070,RS_044,INT_035,01/01/2024 02:42,Monday,2,No,472,89.04,18.52,24.69,111.48,41.65,5,5.25,13.78,Rain,24.4,81.5,1341,Dry,314,18,1137,No,No,413,579,643,Moderate,Medium Flow
164,SEN_010,RS_035,INT_002,01/01/2024 02:43,Monday,2,No,286,79.27,14.48,17.31,87.45,40.26,5,5,13.07,Windy,30.8,83,5865,Wet,443,13,1014,No,No,361,185,344,Low,Low Flow
165,SEN_132,RS_019,INT_046,01/01/2024 02:44,Monday,2,No,1118,56.65,52.28,69.47,190.99,122.11,4,11.32,47.31,Fog,34,89,4062,Dry,131,11,350,No,No,1015,1116,1087,High,High Flow
166,SEN_101,RS_045,INT_048,01/01/2024 02:45,Monday,2,No,1657,47.84,92.94,89.45,218.58,179.41,4,26.55,93.02,Rain,18.8,70.2,3560,Wet,365,10,725,No,No,1594,1796,1630,Severe,Very High Flow
167,SEN_020,RS_050,INT_033,01/01/2024 02:46,Monday,2,No,971,61.72,45.46,55.21,156.47,123.35,5,16.35,66.69,Rain,27.8,77.8,5203,Wet,340,24,1018,No,No,1040,963,1191,High,High Flow
168,SEN_054,RS_025,INT_047,01/01/2024 02:47,Monday,2,No,1564,48.28,72.24,86.83,225.68,166.7,5,10.58,84.65,Windy,34.8,81.7,2283,Dry,396,10,1053,No,No,1479,1617,1403,Severe,Very High Flow
169,SEN_059,RS_040,INT_032,01/01/2024 02:48,Monday,2,No,1794,48.19,85.21,97.8,244.84,189.54,3,28.96,100.71,Cloudy,22.1,47.8,6293,Dry,60,15,691,Yes,No,1800,1794,1727,Severe,Very High Flow
170,SEN_146,RS_076,INT_015,01/01/2024 02:49,Monday,2,No,1678,46.61,83.81,93.42,229.91,205.4,4,20.84,106.3,Rain,29,93.6,2662,Dry,221,2,294,No,No,1621,1498,1634,Severe,Very High Flow
171,SEN_018,RS_015,INT_049,01/01/2024 02:50,Monday,2,No,943,63.91,47.71,59.67,164.63,121.61,4,12.2,63.83,Windy,26.2,59.3,9331,Dry,290,26,795,No,No,1027,865,758,High,High Flow
172,SEN_120,RS_028,INT_037,01/01/2024 02:51,Monday,2,No,822,76.56,42.65,45.39,141.04,91.81,4,9.79,45.2,Clear,17.8,66.5,6549,Dry,340,10,201,Yes,No,743,935,751,Moderate,Medium Flow
173,SEN_005,RS_007,INT_035,01/01/2024 02:52,Monday,2,No,1344,56.86,71.76,74.39,195.08,151.51,5,16.28,81.42,Rain,36.5,69.5,7323,Dry,309,3,1481,No,No,1265,1517,1255,High,High Flow
174,SEN_020,RS_074,INT_014,01/01/2024 02:53,Monday,2,No,643,67.23,23.8,34.21,118.47,59.07,4,6.46,26.05,Clear,17.5,63.4,5632,Dry,302,27,1455,No,No,758,813,466,Moderate,Medium Flow
175,SEN_102,RS_064,INT_043,01/01/2024 02:54,Monday,2,No,1100,70.45,59.79,62.77,175.57,137.05,4,10.84,71.24,Rain,29.7,55.7,3061,Dry,56,6,324,No,No,1167,1073,1105,High,High Flow
176,SEN_058,RS_058,INT_040,01/01/2024 02:55,Monday,2,No,175,88.85,5,5.72,66.26,27.01,5,5,18.25,Clear,16,87.4,8870,Dry,238,9,269,No,No,290,135,320,Low,Low Flow
177,SEN_096,RS_004,INT_008,01/01/2024 02:56,Monday,2,No,564,72.6,30.21,31.82,129.7,60.79,6,5.94,27.48,Cloudy,23.1,32.8,966,Dry,108,6,205,No,No,519,430,669,Moderate,Medium Flow
178,SEN_097,RS_078,INT_012,01/01/2024 02:57,Monday,2,No,1510,34.73,84.11,85.67,198.35,175.42,4,24.89,89.84,Clear,15.1,46,6340,Wet,424,8,1246,No,No,1515,1682,1513,Severe,Very High Flow
179,SEN_022,RS_013,INT_047,01/01/2024 02:58,Monday,2,No,310,72.88,11.51,13.83,79.82,37.3,2,5,19.4,Cloudy,40.9,95,1752,Dry,214,28,818,Yes,No,380,414,352,Low,Low Flow
180,SEN_066,RS_075,INT_043,01/01/2024 02:59,Monday,2,No,828,76.54,37.2,52.39,160.49,114.9,6,6.71,52.56,Clear,24,43.8,1724,Dry,294,26,483,No,No,728,978,606,Moderate,Medium Flow
181,SEN_121,RS_030,INT_044,01/01/2024 03:00,Monday,3,No,1758,50.21,82.78,103.91,259.66,219.3,6,11.19,114.12,Clear,41.3,53.5,1546,Dry,77,10,721,Yes,No,1786,1663,1793,Severe,Very High Flow
182,SEN_064,RS_034,INT_033,01/01/2024 03:01,Monday,3,No,1274,54.11,62.01,79.77,198.8,144.76,4,19.74,70.4,Cloudy,28,81.8,6266,Dry,189,27,702,No,No,1172,1381,1127,High,High Flow
183,SEN_007,RS_032,INT_021,01/01/2024 03:02,Monday,3,No,620,61.66,37.33,36.73,124.27,80.24,4,9.7,43.55,Clear,39.5,46,9522,Wet,67,13,746,No,No,609,760,572,Moderate,Medium Flow
184,SEN_062,RS_078,INT_008,01/01/2024 03:03,Monday,3,No,1139,50.94,51.38,64.94,180.57,145.2,2,30.7,66.92,Cloudy,20.1,80.1,5684,Dry,182,23,952,No,No,1209,1234,1168,High,High Flow
185,SEN_129,RS_025,INT_014,01/01/2024 03:04,Monday,3,No,604,63,27.73,33.24,123.83,72.37,2,13.33,32.85,Windy,16.2,88.8,5324,Dry,216,4,63,Yes,No,689,707,769,Moderate,Medium Flow
186,SEN_145,RS_059,INT_046,01/01/2024 03:05,Monday,3,No,1263,43.95,68.03,70.44,187.88,156.31,2,33.59,75.57,Clear,19.8,33.6,7705,Wet,280,25,486,No,No,1297,1311,1368,High,High Flow
187,SEN_095,RS_080,INT_012,01/01/2024 03:06,Monday,3,No,1346,63.7,70.42,78.49,207.52,156.91,5,14.72,75.37,Rain,31.3,91.5,783,Dry,40,5,1118,No,No,1314,1441,1173,High,High Flow
188,SEN_133,RS_077,INT_025,01/01/2024 03:07,Monday,3,No,1189,68.39,56.95,66.12,181.39,136.07,4,15.95,63.56,Windy,41,62.1,7034,Dry,325,16,724,Yes,Yes,1155,1049,1076,High,High Flow
189,SEN_069,RS_015,INT_001,01/01/2024 03:08,Monday,3,No,657,64.5,31.8,35.9,127.14,71.44,4,12.72,30.44,Clear,16.1,69,5597,Dry,386,15,1105,No,No,539,749,596,Moderate,Medium Flow
190,SEN_026,RS_028,INT_009,01/01/2024 03:09,Monday,3,No,761,68.2,42.63,44.51,152.67,94.39,4,15.09,47.47,Rain,32.6,48.1,7104,Dry,130,8,1606,No,No,750,638,548,Moderate,Medium Flow
191,SEN_087,RS_067,INT_045,01/01/2024 03:10,Monday,3,No,636,64.12,39.71,32.83,117.76,73.6,3,10.9,35.27,Windy,17.8,62.8,7479,Dry,252,5,1359,Yes,No,591,582,726,Moderate,Medium Flow
192,SEN_134,RS_038,INT_047,01/01/2024 03:11,Monday,3,No,1677,41.99,92.36,99.49,237.15,187.14,5,17.65,94.76,Clear,29.5,82.6,850,Dry,292,27,1369,Yes,No,1621,1548,1800,Severe,Very High Flow
193,SEN_102,RS_005,INT_003,01/01/2024 03:12,Monday,3,No,1092,68.64,61.5,60.7,166.83,122.14,3,13.1,62.79,Clear,32.6,82.2,7730,Dry,255,26,905,No,No,1141,961,1097,High,High Flow
194,SEN_037,RS_021,INT_004,01/01/2024 03:13,Monday,3,No,725,75.76,32.9,43.34,133.29,86.95,3,7.76,36.38,Clear,30.1,50,1255,Dry,387,25,609,No,No,830,797,816,Moderate,Medium Flow
195,SEN_069,RS_039,INT_015,01/01/2024 03:14,Monday,3,No,875,69.85,52.84,45.4,140.81,85.37,4,13.22,44.08,Rain,29.8,75.1,7672,Dry,61,6,1530,No,Yes,873,729,1073,Moderate,Medium Flow
196,SEN_125,RS_005,INT_038,01/01/2024 03:15,Monday,3,No,1131,56.52,52.86,62.66,167.86,128.52,5,16.3,66.92,Windy,37.2,84.3,8462,Wet,339,23,709,No,No,1222,1280,1116,High,High Flow
197,SEN_008,RS_046,INT_048,01/01/2024 03:16,Monday,3,No,1723,48.34,77.89,94.15,233.16,179.52,5,11.02,86.02,Cloudy,27.1,90.3,6913,Dry,110,19,1206,No,Yes,1698,1800,1518,Severe,Very High Flow
198,SEN_017,RS_060,INT_044,01/01/2024 03:17,Monday,3,No,1659,46.48,83.51,90.76,227.17,172.67,4,24.59,90.39,Clear,16.6,39.3,3696,Wet,140,21,114,No,No,1720,1737,1800,Severe,Very High Flow
199,SEN_125,RS_014,INT_005,01/01/2024 03:18,Monday,3,No,1443,51.19,79.53,75.62,198.04,144.81,4,19.37,69.9,Clear,28.8,44.3,2509,Dry,54,2,1289,No,No,1378,1612,1586,Severe,Very High Flow
200,SEN_076,RS_078,INT_028,01/01/2024 03:19,Monday,3,No,1434,48.34,75.02,83.89,214.19,155.37,5,17.2,81.99,Cloudy,28.5,77.3,7108,Dry,352,18,1137,No,No,1552,1312,1259,Severe,Very High Flow
201,SEN_026,RS_079,INT_016,01/01/2024 03:20,Monday,3,No,1743,42.11,86.78,98.77,244.28,190.42,3,28.45,78.84,Clear,37.4,89.2,9665,Dry,132,12,264,No,No,1680,1569,1645,Severe,Very High Flow
202,SEN_005,RS_008,INT_045,01/01/2024 03:21,Monday,3,No,1609,45.76,81.91,83.71,202.48,185.61,3,28.74,98.91,Rain,40.4,35.2,8958,Dry,170,15,493,No,No,1576,1704,1677,Severe,Very High Flow
203,SEN_143,RS_001,INT_004,01/01/2024 03:22,Monday,3,No,1451,45.29,75.21,79.76,205.75,148.4,4,16.45,81.06,Clear,39.7,45.3,3206,Dry,191,16,865,Yes,No,1447,1560,1271,Severe,Very High Flow
204,SEN_079,RS_053,INT_006,01/01/2024 03:23,Monday,3,No,1576,40.32,79.54,86.69,228.89,164.34,5,10.46,81.93,Windy,38.3,88.7,4195,Wet,258,7,488,No,No,1477,1610,1359,Severe,Very High Flow
205,SEN_109,RS_042,INT_043,01/01/2024 03:24,Monday,3,No,1334,45.9,65.22,75.71,192.02,152.71,3,23.23,82.3,Clear,26.6,39.2,7050,Dry,141,11,237,No,No,1367,1378,1561,High,High Flow
206,SEN_013,RS_040,INT_015,01/01/2024 03:25,Monday,3,No,269,76.72,9.75,14.36,105.91,18.22,4,6,7.7,Cloudy,20.5,68.7,2225,Dry,344,22,971,No,No,325,129,378,Low,Low Flow
207,SEN_076,RS_034,INT_037,01/01/2024 03:26,Monday,3,No,1328,50.93,66.96,78.13,198.21,147.23,2,34.6,72.1,Cloudy,19.7,31.4,3440,Dry,349,20,324,No,No,1375,1425,1286,High,High Flow
208,SEN_117,RS_015,INT_021,01/01/2024 03:27,Monday,3,No,1488,45.37,73.79,86.52,217.73,160.92,6,16.63,88.08,Clear,35.9,46.4,4322,Wet,286,29,1680,No,No,1380,1431,1654,Severe,Very High Flow
209,SEN_016,RS_079,INT_027,01/01/2024 03:28,Monday,3,No,1480,43.99,74.02,91.05,226.23,182.25,5,11.7,88.89,Fog,40.7,47.7,1025,Dry,398,11,438,No,No,1494,1459,1266,Severe,Very High Flow
210,SEN_024,RS_002,INT_010,01/01/2024 03:29,Monday,3,No,1386,46.23,74.53,68.09,171.12,133.85,6,14.68,73.1,Cloudy,35.5,30.9,5826,Dry,405,7,517,Yes,No,1494,1380,1387,High,High Flow
211,SEN_041,RS_042,INT_029,01/01/2024 03:30,Monday,3,No,712,71.41,34.36,45.03,134.65,94.53,6,5,42.67,Clear,36.4,80.4,9500,Wet,206,5,1338,No,No,729,800,797,Moderate,Medium Flow
212,SEN_078,RS_035,INT_045,01/01/2024 03:31,Monday,3,No,707,78.07,34.31,42.46,141.71,86.97,5,12.95,44.68,Clear,41,76.9,8228,Dry,198,9,1697,No,No,694,595,707,Moderate,Medium Flow
213,SEN_137,RS_046,INT_050,01/01/2024 03:32,Monday,3,No,1052,59.88,53.55,57.74,162.08,127.09,3,13.61,54.46,Fog,40.3,30.4,5126,Dry,105,21,187,No,No,1049,1027,1235,High,High Flow
214,SEN_042,RS_015,INT_007,01/01/2024 03:33,Monday,3,No,1362,50.63,81.23,74.64,187.4,143.95,4,21.04,72.52,Clear,18.2,35.7,7281,Dry,121,17,1627,No,Yes,1401,1262,1184,High,High Flow
215,SEN_057,RS_067,INT_044,01/01/2024 03:34,Monday,3,No,1462,42.62,67.64,80.87,215.29,150.05,3,20.93,82.45,Clear,38.4,80.2,9903,Dry,195,5,1291,No,No,1578,1309,1687,Severe,Very High Flow
216,SEN_016,RS_015,INT_007,01/01/2024 03:35,Monday,3,No,789,66.12,44.91,44.82,143.15,81.13,2,19.45,40.18,Clear,39.4,44.6,4148,Dry,361,7,1698,No,No,841,681,653,Moderate,Medium Flow
217,SEN_060,RS_037,INT_038,01/01/2024 03:36,Monday,3,No,1559,52.6,76.46,84.45,210.88,186.96,2,42.06,97.94,Clear,17.9,67.3,442,Dry,112,27,1513,Yes,No,1483,1661,1531,Severe,Very High Flow
218,SEN_063,RS_030,INT_009,01/01/2024 03:37,Monday,3,No,1514,52.97,75.4,77.7,218.13,135.41,5,10.24,64.53,Cloudy,38.9,91.5,6540,Dry,319,10,1621,No,No,1539,1693,1415,Severe,Very High Flow
219,SEN_066,RS_051,INT_026,01/01/2024 03:38,Monday,3,No,728,75.01,29.84,38.37,121.06,87.85,4,5.66,45.57,Clear,34,42.4,9692,Wet,306,23,1691,Yes,No,837,888,673,Moderate,Medium Flow
220,SEN_139,RS_029,INT_016,01/01/2024 03:39,Monday,3,No,397,84.27,29.25,20.99,89.52,53.03,5,5.22,27.94,Cloudy,34.4,33.5,1002,Dry,104,10,498,No,No,432,359,278,Low,Low Flow
221,SEN_016,RS_010,INT_013,01/01/2024 03:40,Monday,3,No,1780,41.76,90.11,101.17,238.92,204.99,4,21.15,100.03,Clear,41,68.3,4971,Dry,437,7,429,No,No,1800,1654,1800,Severe,Very High Flow
222,SEN_069,RS_036,INT_047,01/01/2024 03:41,Monday,3,No,1328,54.46,69.69,69.03,186.48,128.95,2,36.06,65.23,Cloudy,25.2,50.5,6267,Wet,181,9,1524,No,No,1222,1152,1245,High,High Flow
223,SEN_056,RS_019,INT_038,01/01/2024 03:42,Monday,3,No,1337,53.27,59.36,76.85,201.94,158.95,3,19.3,83.77,Rain,35.2,73,1969,Wet,436,26,490,No,No,1233,1380,1415,High,High Flow
224,SEN_145,RS_010,INT_039,01/01/2024 03:43,Monday,3,No,763,65.7,34.94,37.57,121.81,66.89,4,7.27,32.52,Clear,34.8,92.6,2562,Dry,314,13,721,No,No,871,663,713,Moderate,Medium Flow
225,SEN_139,RS_014,INT_048,01/01/2024 03:44,Monday,3,No,743,69.27,39.21,42.87,126.02,80.86,3,15.99,36.05,Rain,35.7,66.9,2233,Dry,72,2,129,No,Yes,686,860,556,Moderate,Medium Flow
226,SEN_043,RS_023,INT_016,01/01/2024 03:45,Monday,3,No,1477,49.09,73.05,84.27,216.35,170.78,4,17.99,80.84,Clear,28.8,74.3,8019,Dry,260,2,625,No,No,1517,1506,1725,Severe,Very High Flow
227,SEN_143,RS_048,INT_028,01/01/2024 03:46,Monday,3,No,1775,43.08,90.98,98.09,233.03,191.14,4,24.3,96.8,Clear,29.2,44.6,2590,Dry,215,4,1238,No,No,1784,1800,1800,Severe,Very High Flow
228,SEN_007,RS_050,INT_026,01/01/2024 03:47,Monday,3,No,1711,41.72,96.06,95.24,231.5,179.49,2,43.53,89.96,Cloudy,38.4,78.8,3280,Wet,164,27,1398,No,No,1737,1800,1800,Severe,Very High Flow
229,SEN_046,RS_009,INT_040,01/01/2024 03:48,Monday,3,No,1575,57.63,81.27,90.29,223.21,178.63,6,11.71,95.75,Clear,20.9,33.6,4175,Dry,80,16,566,No,No,1563,1491,1653,Severe,Very High Flow
230,SEN_057,RS_036,INT_030,01/01/2024 03:49,Monday,3,No,1336,44.57,64.56,71.89,197.06,148.79,4,15.05,77.84,Cloudy,31.7,87.1,614,Dry,30,10,1304,No,No,1222,1349,1239,High,High Flow
231,SEN_098,RS_009,INT_025,01/01/2024 03:50,Monday,3,No,1795,43.24,86.49,100.96,237.62,213.36,5,21.24,108.53,Rain,28.9,58.9,4768,Wet,222,19,1453,No,No,1768,1691,1625,Severe,Very High Flow
232,SEN_145,RS_026,INT_038,01/01/2024 03:51,Monday,3,No,1216,55.01,56.97,66.15,191.78,138.95,4,16.42,63.47,Clear,26.2,48.7,9328,Dry,68,5,434,No,No,1221,1376,1438,High,High Flow
233,SEN_005,RS_034,INT_050,01/01/2024 03:52,Monday,3,No,1600,44.3,77.86,95.09,229.99,205.67,4,13.43,102.58,Windy,39,69.2,3428,Dry,329,8,1552,No,No,1658,1585,1768,Severe,Very High Flow
